rep_id,omega,gamma,beta,c,convergence,rmse,mae,runtime
1,0.1212816496895194,0.14966180754984526,0.8493380220839196,0.7507150389735229,True,0.17019724810540213,0.1570947925740641,25.473122119903564
2,0.1777842429152886,0.32352181054385243,0.6754766192477577,1.9843437035274465,True,0.16289637791721595,0.16215335136456416,55.48593306541443
3,0.08471777449770457,0.11736922202623493,0.8815504854204279,0.9729442431579653,True,0.1757368108917769,0.1733131805007111,17.264740228652954
4,0.3749329536778091,0.6831899250211355,0.29649911599342305,9.999995926330417,True,0.18613459768598786,0.18051911669907453,35.603134870529175
5,0.03260615095989457,0.020256836626022096,0.9429889898686108,2.0401397259892766,True,0.21044372231881486,0.2056748710437082,36.978924036026
6,0.5698153461908798,0.28078346888190125,0.0036458038514866017,9.999958242980288,True,0.22760967512913424,0.22221478095405806,44.9995551109314
7,0.06445973954642086,0.06659874312178261,0.8921845334712543,1.3554485711945383,True,0.18929693626417643,0.18782279749120045,31.590858459472656
8,0.14173439127965132,0.27458731508804524,0.7244036259276845,9.99994264187177,True,0.1730481694828116,0.16659776704827653,56.02948474884033
9,0.07481518784038046,0.09770387467789543,0.9012885832989654,0.7734288556023805,True,0.1486823995236226,0.14233540195395858,18.24927067756653
10,0.07536988764114419,0.10867714497414237,0.8903225616217882,1.1452609150649713,True,0.19523373575296776,0.19405922018856375,9.05033016204834
11,0.12352550433751894,0.09515520018276631,0.8421383757443897,0.5613454999864849,True,0.1639742899019405,0.1503058113562485,39.05819225311279
12,0.16440178533112002,0.09352498126998517,0.7829577641377308,0.4831209534101192,True,0.16620205696427454,0.15020405078688615,45.37629580497742
13,0.12302197493891728,0.1030330628891574,0.8115834972033911,0.7175411656700691,True,0.1419525704362328,0.13615307513440403,32.90039777755737
14,0.14482025240558088,0.24160139534020897,0.7524718388060456,1.2853792681401912,True,0.1498443545957524,0.14660529374870174,40.01389193534851
15,0.3479666504783938,0.36173742599542485,0.3402082642242426,9.999968339870051,True,0.18467208044816652,0.17906847848679633,31.432891130447388
16,0.0455106753832325,0.04467206776286359,0.9140360495960876,2.05536997812628,True,0.16794805196433407,0.1637067823436713,49.891077756881714
17,0.16067652635467455,0.08541245929886321,0.7362244770640426,0.6555666283581225,True,0.14384314126437453,0.14022121557410838,63.017311096191406
18,0.09032927286587064,0.1085716129233398,0.8904283138009206,0.7430866697796249,True,0.17147149395504033,0.16324367961992198,30.02224087715149
19,0.10809008040462618,0.12266370643948668,0.8763205495336948,0.6148578192153453,True,0.16317488658521087,0.14251802774111827,29.271915197372437
20,0.34662318300334816,0.617482176605342,0.2980250488033768,1.2298927694250859,True,0.14195113734179252,0.09893872652933201,59.095540046691895
21,0.09230328637935573,0.11760875588345177,0.8813908343764985,0.785051876994195,True,0.16541483000261664,0.15781594284414915,31.23413395881653
22,0.3339938003348881,0.00016232005144687194,0.39659183177224516,9.999969540539542,True,0.21040743205514367,0.20451443637569605,39.534512758255005
23,0.06869564528086684,0.10372104997667728,0.8952784017202421,1.1706999810838097,True,0.17805845090078667,0.17683267968911984,16.91171383857727
24,0.07159135538880083,0.11201696443848795,0.8869814752488544,1.1816231201313059,True,0.16662683435024356,0.1653750623413773,11.000957727432251
25,0.20251198809285173,0.23045469396273768,0.6798811492583182,0.8246868154012239,True,0.14800963503086043,0.1272587870998786,64.771892786026
26,0.07534350180848956,0.10820725311936544,0.8907903192559089,1.1493108638108722,True,0.19954855561001392,0.19839964961766318,9.966023921966553
27,0.12506432345186586,0.15982015050541235,0.824643306194244,0.8270117117424189,True,0.15816630665885753,0.14891679037313077,24.188047170639038
28,0.5419255041767836,0.2908299470944943,2.6243419881894024e-06,8.578328325828815,True,0.19941152591510622,0.1937459026679245,25.63455605506897
29,0.4276413403864826,0.05447718935021619,0.23519377550060505,0.2767293257261187,True,0.15475850566406937,0.14305529367766442,51.57518005371094
30,0.12298358083006078,0.15759146922811962,0.8398834059277542,0.7336936817912565,True,0.15289005602022007,0.13611666638984327,26.870419025421143
31,0.20462552856484775,0.05873038605630142,0.6634678514893569,1.0606507519951902,True,0.22774894003697818,0.22608538207035145,94.79465889930725
32,0.11872094003665616,0.14098452868960082,0.8577140807627841,0.6951687097384098,True,0.17197930398779546,0.15525152866684608,22.132391929626465
33,0.07007071308581847,0.07038991835679792,0.8827784736470562,1.1357174779162094,True,0.16887029202677437,0.1676204642084127,82.98323917388916
34,0.07149715963793425,0.10457821704954781,0.8944211898019545,1.1430083728534775,True,0.1877712737118114,0.18636587848300432,13.339586973190308
35,0.0792918564728599,0.10898160433152396,0.8900182687197058,1.0096152251960482,True,0.1882136547910472,0.1862848400413417,22.359071254730225
36,0.10539616909519267,0.1292644252330194,0.8697354923021567,0.7355653808105891,True,0.17090307159032214,0.1591766539102826,31.108684062957764
37,0.19522881661020047,2.551896687986159e-11,0.6563922794955804,7.600381285048702,True,0.22424890987770033,0.2188945504823235,63.45274591445923
38,0.12411732218604023,0.08261616244473893,0.8323070347575248,0.6077696688235867,True,0.17728637609936046,0.17150997746248767,38.65644717216492
39,0.19229871190791675,0.3861348806743301,0.6125451870610897,1.216724781513903,True,0.10216910911529963,0.08019552488774329,101.3294050693512
40,0.014405682426719432,0.0011249503866407767,0.9734782281505197,9.999992349155145,True,0.20125873338197892,0.19542219654495716,42.75550293922424
41,0.10879530565547013,0.1279671087845146,0.8698943651333937,0.7186392085726505,True,0.1742724175678995,0.16282788227640965,21.832281827926636
42,0.12114967317572439,0.18973608712240014,0.7683509658611398,9.999920086170832,True,0.18206559428676353,0.17660596591326339,36.28230571746826
43,0.22176986798762882,0.06639276175400105,0.6189693097672023,1.0868702092519302,True,0.20476609022694303,0.20259796539181193,102.40330004692078
44,0.17301768223594788,0.2430216902065224,0.7559780071687852,0.8477215925094145,True,0.16468427492486798,0.14248705692565491,28.324888944625854
45,0.32484919375630295,0.3048687766050571,0.4534511609882933,0.6492295222283537,True,0.16947066940680391,0.11623576227527237,47.340675830841064
46,0.11220926737989792,0.1417529089914474,0.854317982360112,0.783544114013762,True,0.16400717614237761,0.1541772037041464,18.617465257644653
47,0.1816498224607614,0.07583083135427504,0.7194312017398041,0.48400751141503595,True,0.14885484286625056,0.13972605595111706,38.37908697128296
48,0.3800778900051951,0.4745981412020246,0.26242017028399106,9.999980839392926,True,0.17359440744888796,0.16794066188810347,47.48827075958252
49,0.14952746845127138,0.2512374251754582,0.7477622230291352,1.6110370910854441,True,0.17984471629329854,0.17913422701883092,68.91462683677673
50,0.4388855858842278,0.5412505128835279,0.17804290492489927,9.999977606295348,True,0.1887068759473166,0.1835041822373905,52.14745783805847
51,0.29662920720421926,0.21916078904052358,0.4811005164506986,0.7477938136167013,True,0.13991118263369187,0.11575810819258456,36.50670123100281
52,0.3606025303564113,0.29449746578283165,0.366531719831441,0.8853588307924491,True,0.1577289179896982,0.13155406812334952,68.8622682094574
53,0.07242466146265833,0.10782208742130572,0.8911711575484877,1.1314787398552761,True,0.17953361474638596,0.17836122935209953,10.563071966171265
54,0.09397109844085808,0.12972149454728382,0.8691483201078853,0.94732408149034,True,0.1766949496189655,0.1731762631980595,21.40228772163391
55,0.08067530128177194,0.10789448919805841,0.8762364549251584,1.0110790134233023,True,0.16019708201839306,0.15842918760153885,24.14625310897827
56,0.09820755114079747,0.1283305135398234,0.8688831006101917,0.7932894396889396,True,0.15485833167139548,0.14617600104391562,22.144766807556152
57,0.07522324574991752,0.10888820819618619,0.8901111386453985,1.126203698131116,True,0.19088986273232766,0.1896049893848716,9.935884952545166
