rep_id,omega,gamma,beta,nu,convergence,rmse,mae,runtime
43,0.10735373100664514,0.07095059495686726,0.7245960340866827,4.790020780844581,True,0.18106876023885168,0.17574177560228266,1.325805902481079
44,0.1028396997719918,0.08759512079414333,0.7100373604626793,4.9855629482161055,True,0.16912289600295208,0.159934774028699,1.3088698387145996
45,0.09549926238863986,0.06142955137410067,0.7563761352714025,5.382344116119102,True,0.17733175941458326,0.17230723469249506,0.8981771469116211
46,0.09528576103396104,0.07875510816882653,0.7335880796401348,4.91230381937881,True,0.1677729924439499,0.1601141757996037,2.2160630226135254
47,0.1199423348772385,0.06817317254799765,0.6946648994878984,4.943640391618335,True,0.16295290640822058,0.15809413223144533,1.2573082447052002
48,0.13592353637976445,0.07318654384945245,0.6447283432252658,5.469538121653243,True,0.1405157492969957,0.135062815727621,0.9837930202484131
49,0.12089675158380887,0.0519124912878624,0.7217220560159051,5.07905960989222,True,0.18490182311629572,0.1814997022236595,1.4381189346313477
50,0.10982620120270496,0.03452522414902641,0.7473537461640803,5.484859648572458,True,0.1569957308213836,0.15360712790867867,1.2370271682739258
51,0.12030173034646144,0.08593442573845811,0.6757193930314295,4.8746425062959755,True,0.1647243593243255,0.15762738817571686,1.3840959072113037
52,0.13866543430906786,0.062119366783624584,0.6774837903899874,5.042912540356881,True,0.18455902305558294,0.18060742004056005,1.0948731899261475
53,0.15895195950707378,0.056587458492557634,0.6348880488680462,5.232699688680719,True,0.16816607238742215,0.16464946229317087,1.4335999488830566
54,0.10869032593374328,0.075628210137171,0.7139829905553475,5.085160549935264,True,0.17306586090292359,0.16675747012289885,1.1485049724578857
55,0.13400771225430422,0.06992636553020588,0.6656377529793169,5.018087426273668,True,0.16344182728748116,0.15857697494551712,1.1191699504852295
56,0.0869565337191711,0.07929761200662473,0.7483118195787722,5.010202090912592,True,0.16497892174336237,0.15652829322289985,1.3682048320770264
57,0.10550461742670275,0.08576074980550062,0.7159808027313284,5.151710381463448,True,0.18859761185657758,0.17964333512242606,1.1061723232269287
58,0.15747245189073575,0.0786922462169132,0.6237331330949691,5.341429829653832,True,0.1821084912985579,0.17667753711867262,1.5995850563049316
59,0.1286585061791607,0.03405065258841055,0.7103954173743763,5.480999850989198,True,0.15677007649392613,0.15339988906706686,0.8468799591064453
60,0.09270587748584515,0.06600632561212023,0.7568254352313293,5.443333710949761,True,0.176905481679278,0.17122378500949367,0.9227020740509033
61,0.11156199493949448,0.0912058157626137,0.6916908346439102,5.154396698996659,True,0.17377042203830598,0.1643673219415836,1.2888617515563965
62,0.10015518174714076,0.081762555300227,0.7081008065417871,5.256633227110517,True,0.13904919002091606,0.1313159643405339,1.389941930770874
63,0.21838214825980473,0.11386284494830186,0.4758743385060319,5.024420354578696,True,0.19030709761689307,0.18106207922354783,1.3905956745147705
64,0.06513979446588913,0.03825549210697347,0.8375278237243714,5.109330052644002,True,0.17688765382601238,0.17332934364557673,1.7510559558868408
65,0.08606486112079766,0.056812630909526124,0.7761633798953261,5.089737177863633,True,0.17015765438115682,0.1653200684232048,1.28193998336792
66,0.10150564718582937,0.10475778036490158,0.6938772829928342,5.082022078863031,True,0.169880660057598,0.15632252866205817,1.2321839332580566
67,0.17402110614524272,0.09715343163365718,0.569478367056055,4.94255369475112,True,0.17948800676784957,0.1723100529284638,1.1450161933898926
68,0.07102552704548147,0.0632727449008075,0.8038123754611504,5.064110383559492,True,0.18937159429791867,0.1824006323663544,1.569328784942627
69,0.13398717840049418,0.09237727476747841,0.6477411888228172,4.950867712624994,True,0.1744225895122308,0.16635726863810846,1.0846118927001953
70,0.0835765595536827,0.07654590704542533,0.7619156732973714,4.727314020171802,True,0.17728603360425865,0.16932645218706716,1.209420919418335
71,0.10516315899208767,0.04514256456386258,0.7508591191068574,4.8857113758644894,True,0.16970170627772693,0.16645673070710895,1.2687780857086182
72,0.1432994543223514,0.08164280493373269,0.6336273422883625,5.013500373116956,True,0.16196480661446294,0.15596304675335437,1.1077299118041992
73,0.0848051672733938,0.08034608396972703,0.7523392700367865,5.296813896964858,True,0.16688260782086484,0.15733076522564926,1.52774977684021
74,0.04779970313387593,0.07388862843991235,0.832161400220339,5.241750080717502,True,0.17317679180530052,0.1595337773168774,1.3765909671783447
75,0.1391294308878416,0.0991057279927484,0.6090906079495282,5.03716257478258,True,0.14119682743156714,0.13248402139760238,1.0528631210327148
76,0.09137651057002513,0.07920324340300827,0.7416297781227318,5.225579257644409,True,0.16921218890659004,0.1607862604053081,1.223012924194336
77,0.14911930437363602,0.09199458866332307,0.6178977243113276,5.108080383910846,True,0.17183246824168869,0.16434365213904975,1.173842191696167
78,0.0898625571249822,0.07162688647479672,0.7507697519241097,5.028970301669059,True,0.1642468227373065,0.15739520456092818,1.4176661968231201
79,0.10227871494125515,0.08263669033733136,0.7168123394655399,5.2085198757653846,True,0.16857853506588416,0.1602598120672373,1.2066400051116943
80,0.0681616319753242,0.056086935679258605,0.8090053599247962,5.184754464108466,True,0.16280430476651492,0.15679871274932924,1.2403168678283691
81,0.17953520932807301,0.10345266799910745,0.5499065602726978,4.731678162239153,True,0.17794088521884405,0.1697513517160758,1.225696086883545
82,0.12390520813762707,0.10436373799887125,0.6523804407892433,5.130308834714356,True,0.17178502623101513,0.16021650096572068,1.166266918182373
83,0.07916371902035528,0.04753085977110719,0.8020815983598435,5.02527751701593,True,0.1795646458485308,0.17564238026756274,1.0977799892425537
84,0.07902489153476627,0.09455226806497603,0.7481527042333784,5.064382604861337,True,0.17068994201445983,0.15520250927612558,2.2285470962524414
85,0.17713537997620393,0.08879674288434211,0.5541546271918648,4.8404517277622165,True,0.15646780765743937,0.1502204206665748,1.182053804397583
86,0.2366705497039848,0.10961099938078754,0.4213721541505285,5.08168578258487,True,0.16515552299680014,0.15664586827949484,1.2998862266540527
87,0.1591240461350279,0.09678437970887532,0.5833799850959331,4.747376471315701,True,0.15893078383028014,0.1515988817957903,1.0610928535461426
88,0.12838580822840728,0.13836515568863633,0.620755815190056,4.981505512253704,True,0.20315688366843435,0.18193553712496457,1.1734542846679688
89,0.15185521546993133,0.13238874516458843,0.577611758738425,4.539459987609073,True,0.19253794455201123,0.17654102901060173,0.8840970993041992
90,0.09909212847261106,0.03858087250819479,0.7683862985677129,5.102605272088722,True,0.16680195308063606,0.16350651051622078,1.6193430423736572
91,0.17502015526564144,0.07524448649840207,0.5695187189835619,5.074391491039752,True,0.15052973293031777,0.14575299934690372,1.3085429668426514
92,0.04028601451623548,0.07139949941297326,0.8489542837252695,5.138606788305399,True,0.17387953797595473,0.15690097638296596,1.1431879997253418
93,0.09002779109639404,0.05355394554228107,0.7673788629956807,4.644782698891206,True,0.16134730624408078,0.15735265634902107,1.3044650554656982
94,0.09814996635364162,0.09535006632580839,0.7180186616101291,4.873737779469813,True,0.18637339016746474,0.1756450128677735,1.1662697792053223
95,0.07447222853237957,0.06658110045912163,0.7843375424509517,5.182753817044891,True,0.1588543800833064,0.15172517696265056,1.28062105178833
96,0.12317234651570842,0.06522745431747629,0.6974171241207783,4.872748384045191,True,0.17393471775462108,0.16956547335195643,1.1501920223236084
97,0.2001440045403099,0.08531603928026066,0.5241048495329427,5.040331596351391,True,0.1692922301649926,0.1635655635866051,1.324591875076294
98,0.0848233189494476,0.08639839069812329,0.7536446289717152,5.226296712178617,True,0.18927041224450383,0.17815499063012885,1.4480388164520264
99,0.08433057729107173,0.05807525605012726,0.7723743531654631,5.276055318091982,True,0.1542133691971277,0.14913736614129317,1.1193830966949463
100,0.08289362511371533,0.058243531248153374,0.7819798156717678,5.036468097704665,True,0.17360689675693283,0.16882213728472065,1.2206377983093262
101,0.1482509395308197,0.09275808640533487,0.6311512829423687,4.882424511766512,True,0.19277223148298583,0.18527627424182688,1.1242868900299072
102,0.12355109240659398,0.07400788214907583,0.6829118128459326,4.891304253628776,True,0.1662941221808196,0.1610787854000631,1.260401725769043
103,0.17857267383049744,0.11203465209381837,0.554452598274979,5.174187240532288,True,0.193312179200842,0.18278043407758698,1.1761548519134521
104,0.09226724493795349,0.04669708194573376,0.763003641842722,5.050087107833096,True,0.14321419269929714,0.13943698251486353,1.0936510562896729
105,0.02206410359432623,0.027325326179319015,0.9277168043867566,5.4181375889972285,True,0.15042548990866145,0.14334728136343575,1.7813990116119385
106,0.03672964360540946,0.04600469567569369,0.8763323883886712,5.2153095128648435,True,0.1367129123953318,0.12842404378420064,1.188762903213501
107,0.11482810711733409,0.09147516485285713,0.6940167334083893,5.047725101494781,True,0.1921758182242601,0.18328415370086293,0.9737839698791504
108,0.12839917872376627,0.06542125780574266,0.6683888971623243,5.555614302803376,True,0.13966665109838622,0.1349696242962658,1.0153849124908447
109,0.15572294335781833,0.0784492898233598,0.6147918043689936,5.106765781909813,True,0.16424025909640733,0.15889781894056496,1.2271690368652344
110,0.12493360291444183,0.11128721453035167,0.6502141552004599,4.808962369412883,True,0.18731867847287786,0.17480827610601885,1.2685308456420898
111,0.09365238325951915,0.09303158483558177,0.7255094557776769,5.343623593977427,True,0.1765678828496181,0.16500270068879097,1.3634822368621826
112,0.046597839964984025,0.06259410024675878,0.8459084257499748,4.85576205665289,True,0.17181209843036233,0.16182584065214764,1.5751099586486816
113,0.10764693078055931,0.1058988639464671,0.6749645108356255,5.166795619236103,True,0.15839267141458901,0.1447734717715683,1.3160219192504883
114,0.13457023664402332,0.1013748717590449,0.6281282469538719,5.108104113027032,True,0.15957341483327298,0.1498146352359891,1.107079029083252
115,0.03562535240617585,0.06034813549478799,0.8669394098974691,5.096263686589662,True,0.1582538356491325,0.1441522194251225,1.3681941032409668
116,0.06944422537545716,0.05238216033364865,0.8065764262676584,5.306843044896388,True,0.14987527777149176,0.14450724486586228,1.1841051578521729
117,0.051640253549247964,0.039504062821689466,0.8563066475940266,5.128718918641051,True,0.1527160375310966,0.1482405892117888,1.0990006923675537
118,0.10054355817075779,0.09509148402558745,0.704479666191914,5.225100127483736,True,0.1638697512632301,0.15292472843438704,1.187450885772705
119,0.10916748016108381,0.08095598766835699,0.6965536625296105,5.086704880045735,True,0.15149737950391823,0.14438366889381013,1.2798042297363281
120,0.07493966019866766,0.06916007693221583,0.7877734148686754,4.948436828426598,True,0.18192886630394858,0.1743968253104982,1.6534709930419922
121,0.12791244605967608,0.08502885720183359,0.6666828945361702,5.084471767376042,True,0.1733693434311369,0.16619314723312426,1.195218801498413
122,0.08587208811120206,0.05961842669595425,0.7733328638657445,5.529753198214292,True,0.16775768465819985,0.16254250256758482,1.340972900390625
123,0.15663030880336962,0.0674698619330596,0.6271788063965902,5.6984673595043605,True,0.1649593603225,0.1605743951524941,1.2538909912109375
124,0.1328882228430362,0.0693057294522847,0.6708226224699448,5.2344644095760176,True,0.16647663989542028,0.16168770883103606,1.0173969268798828
125,0.13408183355198725,0.10817081865845278,0.637401224934632,4.663914333275782,True,0.19059770142464857,0.1785166042244763,0.8882689476013184
126,0.04215936924295943,0.038934602445822496,0.8834993833720938,5.383312003066775,True,0.19426129619804072,0.18841752858381852,1.194415807723999
127,0.2187850941708131,0.07809422778547621,0.5029676088145401,4.6734828613088695,True,0.17831057137570944,0.17361061753604798,1.2308452129364014
128,0.12231560471318248,0.06415071992868256,0.6932800718729615,4.946189207612696,True,0.16047866099040514,0.15623361244720074,1.1206080913543701
129,0.10188945759420222,0.08662788566452997,0.706200470157477,4.888134941187016,True,0.15477551886571728,0.1464137864282578,1.1914231777191162
130,0.09016289638870807,0.08705365117912008,0.7352391708038601,5.228369325662385,True,0.16845826830658772,0.15838760990441997,1.541443109512329
131,0.04322537841998828,0.03816493582145482,0.8801667008352131,5.113607168091955,True,0.1828076358730839,0.17746938889157393,1.5586750507354736
132,0.1289212679970764,0.08481760669928329,0.6614688735056096,5.234368066865458,True,0.16476510256089463,0.15822442042268917,0.7812421321868896
133,0.08019198992829939,0.057908668804004595,0.7849721556646455,5.105368447884233,True,0.16603305518926761,0.16098512597028086,1.028242826461792
134,0.08283274913035796,0.0819180395122798,0.7562918512276877,5.1682683303474946,True,0.17238118419930254,0.1626965223979261,1.356839895248413
135,0.10903848460864696,0.06329740158819969,0.7046647249641947,5.362674430218919,True,0.1300801224385667,0.12527350360294823,1.1817150115966797
136,0.08683043303202094,0.05769648316935163,0.7673934424541073,4.927455674973375,True,0.15471502612152296,0.14992249937956256,1.0089678764343262
137,0.11996142997382518,0.06390761617045915,0.6890095768922098,5.139186492962598,True,0.1441321179756367,0.13954868936489176,1.117314100265503
138,0.08852766708641197,0.08606437700806725,0.7537129634225863,5.187920691042881,True,0.20861262071654973,0.19766637212565677,1.2979300022125244
139,0.030773309935163105,0.0422179835607777,0.8971847400648767,5.059151279078808,True,0.16945364287484327,0.15992763513793887,1.823396921157837
140,0.10672977337660575,0.06132275705634099,0.724418452804301,5.134271871806719,True,0.15545524556706683,0.15078629922389855,0.9880852699279785
141,0.08200342872035024,0.07056144648871777,0.7671615043305205,5.234333645262045,True,0.16376418070531712,0.15647401307614675,1.3975400924682617
142,0.14706871983528658,0.09174599912212204,0.6261831236683465,5.106183114276031,True,0.17802248074506302,0.17072726889566017,1.1926348209381104
143,0.07298520516294449,0.0481404285961955,0.7961266475466799,5.2690218805366715,True,0.12906486417098625,0.12430483433646387,1.1221339702606201
144,0.14646674853455485,0.07841791035000069,0.647285590313775,4.956695162844022,True,0.1882558953964608,0.18263145884546947,1.036696195602417
145,0.2122065239485363,0.09991123135746523,0.47911804944879155,5.490340714759979,True,0.161334985122199,0.153855515631905,1.52638578414917
146,0.0718793099324319,0.07020820676777159,0.7884063657236849,4.867550227108708,True,0.1684354834868883,0.1604478608540563,1.487112045288086
147,0.18051405362498585,0.06237796538966148,0.5909964964507265,4.986862587542019,True,0.17442059182124287,0.17079721129000652,1.3260579109191895
148,0.0721077229247663,0.050345854338089385,0.8114116662423264,4.883162222218794,True,0.17714764384629947,0.17254383094210063,1.28023099899292
149,0.08487300640217471,0.08658421350077133,0.7497401547798418,5.363776948971541,True,0.1781913027803064,0.16703208228240374,1.4169731140136719
150,0.09213062994430388,0.0514197484777215,0.7680731147577459,4.815893595543155,True,0.16664727057522902,0.1627020524512493,1.375446081161499
151,0.08167205849419826,0.04733984227965393,0.7909036607906288,4.771998791000943,True,0.16200084689885008,0.15820167584194902,1.337770938873291
152,0.1810599137593322,0.08076556170052734,0.570331832043485,5.039049976872018,True,0.17413854848896834,0.1689845009582884,1.3403010368347168
153,0.12077798688411988,0.09276546532615455,0.6799258518249335,4.4192333060890014,True,0.19268056160948938,0.18421366397120764,1.0572679042816162
154,0.08811930069150246,0.05896404032194434,0.776626978280315,5.269876317484299,True,0.18756556961046877,0.18235882642636717,0.9969899654388428
155,0.05262096265277361,0.055366511242477,0.841997637209873,5.439794520177689,True,0.16914821389811657,0.16181024156598772,1.3666729927062988
156,0.17414032361732473,0.0987028314348482,0.5741151640156101,5.173109313646549,True,0.18818978632892097,0.17999876397578413,1.2959058284759521
157,0.10577226390680615,0.10323479062061529,0.6944629214490318,5.18522426686282,True,0.18535582135099596,0.17167389510439637,1.3268780708312988
158,0.06728774379165395,0.03857186148658413,0.8264827343598439,4.737123429967342,True,0.15659183733507928,0.1529420376863059,1.4338350296020508
159,0.13120879157593937,0.034998679907212275,0.7071596197489166,4.973390146611704,True,0.163594275411876,0.16039494003409038,1.381831169128418
160,0.09170344707176906,0.08000987156742378,0.7430687854923378,5.054129285845911,True,0.17656329231193335,0.1681840082183635,1.4566960334777832
161,0.07853473558400705,0.09563620870877719,0.7614956285950863,4.984940779758838,True,0.21123221401677195,0.1959468918920464,1.3799610137939453
162,0.11257435141582436,0.08367017074765189,0.6990699990680997,5.541780796206566,True,0.1742311103734923,0.16633419202215702,1.2404637336730957
163,0.10288446775332075,0.11658594568934849,0.6811230952452885,4.8683718479009785,True,0.17730829255242384,0.16082974841247033,1.2707960605621338
164,0.08686316633652945,0.06394638215505061,0.7662362920057567,5.033229403680421,True,0.16827397919016995,0.16262252865270826,0.9379611015319824
165,0.06217844963194094,0.057716588643529666,0.8231761674666973,4.931383163432992,True,0.17840860972114858,0.1718580053567981,1.3341312408447266
166,0.07623462330912824,0.07186630369264986,0.7760049067800381,5.197021997824764,True,0.16111839122636495,0.15309488660965592,1.0774807929992676
167,0.09924609859731962,0.06445024917374191,0.7449663656223294,4.882951010806708,True,0.17670746542170568,0.17147550009249182,1.0059261322021484
168,0.259840983863514,0.08627244265419738,0.4040722796404781,4.701503285972823,True,0.1678521030851281,0.16259076835993794,1.3703727722167969
169,0.06412758097889659,0.06667133549951501,0.8097957898845348,4.851468815679157,True,0.1795563479469646,0.17084881558320797,1.554779052734375
170,0.0640175336361533,0.045590401168844205,0.8302554871576795,4.916076355061364,True,0.1708664065145053,0.16646767061389914,1.2486331462860107
171,0.11893978457226674,0.06676733428039436,0.6927683585349305,5.503602892062108,True,0.1512295597865521,0.146278158688997,1.1637418270111084
172,0.04787786203590228,0.04524008068313044,0.8585269340306707,5.324886717049405,True,0.1546599837645311,0.1488138947073373,1.509275197982788
173,0.2714865403475116,0.11247062266907548,0.34954222763543125,5.190399690852151,True,0.16467800415734762,0.15575821122825373,1.3887240886688232
174,0.24099554564340017,0.1055216929469968,0.41759475343188923,5.150475606376112,True,0.164950211363801,0.157033852693902,1.446897029876709
175,0.10244171401624412,0.08181719871937806,0.7107960363344275,4.735092332872189,True,0.1561928197487129,0.14894755807906188,1.2984750270843506
176,0.27718372981742473,0.10275915207660317,0.34189942543523055,5.059374016137182,True,0.15952017974408184,0.1520057533142849,1.4017632007598877
177,0.11215083176194811,0.07607880847719596,0.70085509255546,5.404022678113598,True,0.15900242472036222,0.1528485704363136,1.0608437061309814
178,0.06837479993892893,0.06458875754901032,0.7955235247431744,4.6554906571423365,True,0.1520257122362881,0.14506944245133602,1.4076340198516846
179,0.13923295822791387,0.0866760880108516,0.6470660033557668,5.399093576669548,True,0.1775738528569502,0.17073562874640374,1.0392122268676758
180,0.09906031212375636,0.07189184551161913,0.7393729486582008,5.05041219218054,True,0.17984064734941854,0.17372834245273963,1.0570340156555176
181,0.08524649459842432,0.08065009063144706,0.7581555682637947,5.442269193326176,True,0.18621253434180038,0.17615461531647822,1.4336392879486084
182,0.12504194469092747,0.08004152952948647,0.6733232842603681,5.328633913940236,True,0.1640772560396969,0.15734569446642183,0.7656440734863281
183,0.19205035925361913,0.1086593259322832,0.5115576308453973,4.630893272607045,True,0.1690786727778051,0.16036884109348207,1.170133113861084
184,0.0886608536163875,0.07913563678057184,0.7532096785647192,5.056655230560761,True,0.1862971451408472,0.17775480042369532,1.1520180702209473
185,0.09047872212789798,0.07817161039893432,0.7436748466513424,5.20864991731449,True,0.1662923442256613,0.15850041939581833,1.3866608142852783
186,0.1117835036026551,0.10226907871879336,0.6792133493797826,4.85779919749918,True,0.1763422362093224,0.16372339792628976,1.1114509105682373
187,0.0602802360912953,0.07249648145330438,0.8042164585666254,5.001139350227416,True,0.15354583897439517,0.1431555559546673,1.4763140678405762
188,0.09497430812492533,0.07041007204911107,0.7466020703453319,4.915395117133084,True,0.1755245157134528,0.16935928709478879,1.037719964981079
189,0.17745593984786054,0.08263668427656896,0.5517033939922786,4.913947908925438,True,0.14629248768767672,0.14081999913025503,1.277116298675537
190,0.06562086329823508,0.0704820020816426,0.8093544799777577,4.888755395621623,True,0.20393235164536325,0.19415349522748573,1.4292128086090088
191,0.12791486104907043,0.08801853247193928,0.6582269395409359,5.23545848750456,True,0.16434594618031695,0.15583318634783244,0.7930259704589844
192,0.15998844476200663,0.10721536262115848,0.5707976392160844,4.9276167615353295,True,0.15970836422256104,0.1502562882152289,1.1312189102172852
193,0.08430172378485547,0.0552260525364426,0.7724470202388644,5.099618896796543,True,0.14783416756420018,0.14314320362099842,0.9908163547515869
194,0.18980133239174946,0.11049014167411754,0.5209122000607206,5.070484430036086,True,0.17494304881341546,0.1651292074306183,1.326793909072876
195,0.11789340659928452,0.10726561791697635,0.659879504407771,4.96750407216908,True,0.17013228546514492,0.15811901766278125,1.221864938735962
196,0.14302132417437652,0.07354484424005561,0.659683998746165,4.764750952390557,True,0.19007712772280952,0.1852639949653957,1.129173994064331
197,0.21170246947448823,0.13533272786200407,0.45055873844831507,4.954647245389715,True,0.17635923487036337,0.16256579528974788,1.216315746307373
198,0.05099401266838609,0.051735721816675836,0.8473365535399999,4.875547920157955,True,0.16445294294510426,0.15773020518889047,1.3299980163574219
199,0.043510555306724846,0.03601017891674694,0.8776096379758037,5.0823118229613415,True,0.16037704993863908,0.15545543038201914,1.2852132320404053
200,0.14868134356900678,0.11240396526154117,0.5847650878483559,5.264504370026714,True,0.15614689829990813,0.14415231369873255,1.1507141590118408
201,0.1769879445581317,0.08055015078740385,0.5587713724540161,4.863855172070894,True,0.15120130868836532,0.1457564739186547,1.2198970317840576
202,0.059735763939066905,0.033936664446063046,0.8478265991772086,5.230326657593838,True,0.1600762519968301,0.15621937973917746,1.6720139980316162
203,0.11963786727457297,0.08186115572378891,0.6734947264910169,5.265405663896551,True,0.14894536221637006,0.14188605076563549,0.9299819469451904
204,0.084399860787804,0.059689909368816844,0.7734264429833242,4.909866409893224,True,0.16349808311795383,0.15821619979216128,1.3945410251617432
205,0.03787273402247317,0.043461349884300005,0.8841437980627516,4.799746604501349,True,0.18153468989143365,0.17444600516031503,1.6300837993621826
206,0.1752685667867676,0.07530261654957904,0.5881460333231849,4.857811452739124,True,0.17613129095639726,0.17156248225716558,1.2558138370513916
207,0.20219442817695005,0.08022305613222588,0.5417969128390544,4.417330582067745,True,0.1913134789213688,0.18670873956088588,0.8193857669830322
208,0.12850166685715037,0.07502693974987171,0.6774154381568871,5.021029797342562,True,0.17438288652819495,0.16911302206135617,1.2603111267089844
209,0.08512090426060735,0.0940169930894802,0.7390131997551307,5.205849732280037,True,0.17379064468633384,0.16054253757658093,1.3856806755065918
210,0.26443794774771895,0.06575550270762338,0.4259921207758296,4.848450024214813,True,0.17521122329683345,0.17114876644135063,1.4301247596740723
211,0.10660130105758193,0.09301721880320243,0.7022644069012993,5.103452450280106,True,0.18093353544104898,0.170399602316268,1.2703807353973389
212,0.12414279906370643,0.10425561806169537,0.6620961483232509,4.93797759250807,True,0.1917774724428092,0.1803371180309805,1.008288860321045
