rep_id,omega,gamma,beta,c,convergence,rmse,mae,runtime
1,0.09521558899455804,0.06297442948527172,0.7855703898637749,1.3843528858456666,True,0.14172039801585887,0.11008840584950269,4.272045850753784
2,0.238333470002478,0.22520810952449002,0.4259755650966972,2.1239462828883777,True,0.11993091805038353,0.07622720973265226,12.96111798286438
3,0.11275320096290281,0.062358597622529634,0.7429780970305563,1.4950846157014395,True,0.12998611354988573,0.10279969948059761,10.398038864135742
4,0.5313936807471967,0.22514350835013944,0.0027688972085453773,9.999966226839579,True,0.18742878295418444,0.18118499152000822,13.64029312133789
5,0.10398852594903207,0.06019790316557254,0.7720336880589533,1.4160527084149022,True,0.14027965200955256,0.1166520479962081,4.061255931854248
6,0.2629081278125274,3.334700204526134e-06,0.5426979942727028,6.132763080046143,True,0.23118217715301534,0.2256052267572466,15.109617948532104
7,0.4135222814919597,1.4112336706721176e-05,0.254731911820285,9.999997686970904,True,0.20759636895742153,0.2023479095841501,13.836451053619385
8,0.17735551117641196,0.09034272035967798,0.5275064649995861,1.1812855898018833,True,0.12140314691364444,0.04776166682116302,27.614368677139282
9,0.09909968387338401,0.5750955441231334,0.4238850073627342,1.183043891965431,True,0.6749090767613409,0.23418644477079434,85.53948783874512
10,0.28312386460447864,0.37398145701606456,0.19713682960935483,1.7105341510285859,True,0.23189784269567537,0.05747431828678443,61.071285009384155
11,0.10711141215747053,0.0173763196680251,0.7969606737339447,1.9107294957987015,True,0.18349991117865838,0.17761224681913426,4.614030122756958
12,0.11018641304053092,0.05301782935642334,0.7713712909770414,1.6319189644855987,True,0.14998627670580328,0.1383102512116914,9.010420322418213
13,0.10267904147688642,0.07211581654320003,0.7937007346110192,3.2904114690269513,True,0.15822414137942276,0.15180483633287423,13.424346208572388
14,0.164260722022476,0.05761409593645514,0.6608419504847844,2.183826211649305,True,0.14583454524004388,0.1384193425534083,15.831077814102173
15,0.08861222453976772,0.06040719269084974,0.8144900365169898,2.2696156996267773,True,0.14054521420247457,0.13306686816876623,6.465249061584473
16,0.2671255876434487,0.012528425859767161,0.4831003766277607,9.999963269392387,True,0.1750251152423699,0.16855050155091994,11.192955732345581
17,0.07457417022150664,0.00039004728645379767,0.8586355305853124,2.2539059253913605,True,0.1883511086795598,0.18252549360097664,13.666046380996704
18,0.20684194971085187,0.17624716260933612,0.4544733381798027,1.6630699302350163,True,0.14060256508934285,0.052388138536755606,52.316051959991455
19,0.08821020945490456,0.5364048224904187,0.46258893446797045,1.0807945021283145,True,0.8573548630451251,0.2637007134017849,107.35891890525818
