rep_id,omega,alpha,beta,nu,convergence,rmse,mae,runtime
1.0,0.09508123289926437,0.05822433191360911,0.7096901656080575,5.572275996599221,1.0,0.07955314733708546,0.07405235962973608,0.6258769035339355
2.0,0.09290233362671199,0.09018145774719712,0.6893017744675581,5.6934377121176425,1.0,0.0949568902893768,0.0841827736885726,1.035775899887085
3.0,0.09119230477978658,0.06070030726523661,0.7171491441396434,5.598298114535668,1.0,0.0811192680925718,0.07526932568105343,0.8159341812133789
4.0,0.07477535585018776,0.07195118241140283,0.7467782012072013,5.571319670343421,1.0,0.08512520081436138,0.07686655556175319,1.073207139968872
5.0,0.06500766611167623,0.05487149873904883,0.7924171432676941,5.45191581877008,1.0,0.09441321012142077,0.0880791433395184,1.0797979831695557
,,,,,,0.08703354333096325,,
